iso,country,age_sex_group,expat_pop,total_pop
246,Finland,male_age6,7300,120000
242,Fiji,male_age6,1500,17000
238,Falkland Islands,male_age6,1000,1000
583,Federated States of Micronesia,male_age6,1000,1000
234,Faroe Islands,male_age6,1000,1700
250,France,male_age6,180000,1700000
266,Gabon,male_age6,8100,25000
826,United Kingdom,male_age6,200000,1800000
308,Grenada,male_age6,1000,2000
268,Georgia,male_age6,4300,96000
254,French Guiana,male_age6,1300,3800
831,Guernsey,male_age6,1000,1800
288,Ghana,male_age6,10000,140000
292,Gibraltar,male_age6,1000,1100
304,Greenland,male_age6,1000,1400
270,The Gambia,male_age6,2600,11000
324,Guinea,male_age6,2500,28000
312,Guadeloupe,male_age6,1700,9400
226,Equatorial Guinea,male_age6,1300,2800
300,Greece,male_age6,31000,330000
320,Guatemala,male_age6,6700,160000
316,Guam,male_age6,2500,5300
624,Guinea-Bissau,male_age6,1000,6600
328,Guyana,male_age6,1100,13000
344,Hong Kong,male_age6,25000,200000
340,Honduras,male_age6,3200,88000
191,Croatia,male_age6,7100,87000
332,Haiti,male_age6,2000,43000
348,Hungary,male_age6,9300,290000
360,Indonesia,male_age6,41000,3400000
372,Ireland,male_age6,20000,130000
376,Israel,male_age6,33000,210000
833,Isle Of Man,male_age6,1000,2600
356,India,male_age6,110000,9400000
368,Iraq,male_age6,30000,680000
352,Iceland,male_age6,1200,12000
380,Italy,male_age6,150000,2000000
832,Jersey,male_age6,1600,3300
388,Jamaica,male_age6,3300,39000
400,Jordan,male_age6,31000,190000
392,Japan,male_age6,46000,2100000
404,Kenya,male_age6,9400,180000
417,Kyrgyzstan,male_age6,2000,53000
116,Cambodia,male_age6,6400,120000
296,Kiribati,male_age6,1000,1000
174,Comoros,male_age6,1000,4100
659,Saint Kitts and Nevis,male_age6,1000,1200
410,South Korea,male_age6,40000,800000
414,Kuwait,male_age6,100000,160000
136,Cayman Islands,male_age6,1700,2800
398,Kazakhstan,male_age6,8400,230000
418,Laos,male_age6,6000,59000
422,Lebanon,male_age6,21000,120000
662,St. Lucia,male_age6,1000,3300
438,Liechtenstein,male_age6,1000,1000
144,Sri Lanka,male_age6,5400,250000
430,Liberia,male_age6,2200,18000
426,Lesotho,male_age6,1000,5000
440,Lithuania,male_age6,1300,66000
442,Luxembourg,male_age6,6600,18000
428,Latvia,male_age6,1000,39000
434,Libya,male_age6,20000,180000
504,Morocco,male_age6,22000,460000
492,Monaco,male_age6,1000,1000
498,Moldova,male_age6,1700,49000
499,Montenegro,male_age6,2400,15000
663,Saint Martin,male_age6,1000,1000
450,Madagascar,male_age6,1200,36000
584,Marshall Islands,male_age6,1000,1000
807,Macedonia,male_age6,3100,52000
466,Mali,male_age6,5000,41000
104,Myanmar,male_age6,9100,300000
496,Mongolia,male_age6,1300,67000
446,Macau,male_age6,3600,11000
580,Northern Mariana Islands,male_age6,1000,1600
474,Martinique,male_age6,1300,8800
478,Mauritania,male_age6,2500,16000
500,Montserrat,male_age6,1000,1000
470,Malta,male_age6,2400,16000
480,Mauritius,male_age6,2700,30000
462,Maldives,male_age6,2600,10000
454,Malawi,male_age6,1100,13000
484,Mexico,male_age6,91000,2900000
458,Malaysia,male_age6,31000,790000
508,Mozambique,male_age6,4200,36000
516,Namibia,male_age6,1600,18000
540,New Caledonia,male_age6,1700,6600
562,Niger,male_age6,1900,18000
566,Nigeria,male_age6,38000,640000
558,Nicaragua,male_age6,3000,66000
528,Netherlands,male_age6,45000,450000
578,Norway,male_age6,19000,170000
524,Nepal,male_age6,10000,170000
520,Nauru,male_age6,1000,1000
554,New Zealand,male_age6,25000,120000
512,Oman,male_age6,42000,71000
591,Panama,male_age6,10000,81000
604,Peru,male_age6,32000,790000
258,French Polynesia,male_age6,1100,6700
598,Papua New Guinea,male_age6,2200,22000
608,Philippines,male_age6,32000,1600000
586,Pakistan,male_age6,27000,860000
616,Poland,male_age6,16000,650000
630,Puerto Rico,male_age6,6500,80000
275,Palestine,male_age6,9900,68000
620,Portugal,male_age6,31000,350000
585,Palau,male_age6,1000,1000
600,Paraguay,male_age6,6800,110000
634,Qatar,male_age6,77000,100000
638,Réunion,male_age6,3700,21000
642,Romania,male_age6,8500,500000
688,Serbia,male_age6,20000,160000
643,Russia,male_age6,110000,1200000
646,Rwanda,male_age6,1500,9500
682,Saudi Arabia,male_age6,130000,600000
90,Solomon Islands,male_age6,1000,2500
690,Seychelles,male_age6,1000,2600
752,Sweden,male_age6,37000,320000
702,Singapore,male_age6,64000,180000
705,Slovenia,male_age6,5400,51000
703,Slovakia,male_age6,4100,110000
694,Sierra Leone,male_age6,1700,17000
674,San Marino,male_age6,1000,1000
686,Senegal,male_age6,6300,85000
706,Somalia,male_age6,3600,18000
740,Suriname,male_age6,1900,13000
728,South Sudan,male_age6,3100,9100
678,Sao Tome and Principe,male_age6,1000,1400
222,El Salvador,male_age6,5800,110000
534,Sint Maarten,male_age6,1300,1700
748,Swaziland,male_age6,1000,4600
796,Turks and Caicos Islands,male_age6,1100,1600
148,Chad,male_age6,1200,9200
768,Togo,male_age6,3500,20000
764,Thailand,male_age6,39000,1600000
762,Tajikistan,male_age6,1400,21000
626,Timor-Leste,male_age6,2000,5400
795,Turkmenistan,male_age6,1000,1600
788,Tunisia,male_age6,10000,230000
776,Tonga,male_age6,1000,1800
792,Turkey,male_age6,91000,2400000
780,Trinidad and Tobago,male_age6,3300,32000
798,Tuvalu,male_age6,1000,1000
158,Taiwan,male_age6,25000,760000
834,Tanzania,male_age6,4900,97000
804,Ukraine,male_age6,23000,660000
800,Uganda,male_age6,5000,44000
840,United States,male_age6,1200000,7900000
858,Uruguay,male_age6,5300,94000
860,Uzbekistan,male_age6,3700,86000
670,Saint Vincent and the Grenadines,male_age6,1000,2100
862,Venezuela,male_age6,15000,370000
92,British Virgin Islands,male_age6,1000,1300
850,US Virgin Islands,male_age6,1000,1000
704,Vietnam,male_age6,17000,1900000
548,Vanuatu,male_age6,1000,2300
876,Wallis and Futuna,male_age6,1000,1000
882,Samoa,male_age6,1000,3200
983,Kosovo,male_age6,2500,41000
887,Yemen,male_age6,3900,68000
175,Mayotte,male_age6,1000,2200
710,South Africa,male_age6,54000,480000
894,Zambia,male_age6,3300,47000
716,Zimbabwe,male_age6,1400,36000
20,Andorra,male_age7,1000,2500
784,United Arab Emirates,male_age7,150000,210000
4,Afghanistan,male_age7,2100,36000
28,Antigua,male_age7,1000,1900
660,Anguilla,male_age7,1000,1000
8,Albania,male_age7,1200,47000
51,Armenia,male_age7,1800,37000
24,Angola,male_age7,7700,42000
32,Argentina,male_age7,46000,850000
16,American Samoa,male_age7,1000,1000
40,Austria,male_age7,29000,170000
36,Australia,male_age7,95000,550000
533,Aruba,male_age7,1600,3800
31,Azerbaijan,male_age7,5000,87000
70,Bosnia and Herzegovina,male_age7,3300,57000
52,Barbados,male_age7,1000,6500
50,Bangladesh,male_age7,12000,410000
56,Belgium,male_age7,35000,300000
854,Burkina Faso,male_age7,2200,28000
100,Bulgaria,male_age7,3700,150000
48,Bahrain,male_age7,19000,34000
108,Burundi,male_age7,1000,6000
204,Benin,male_age7,3300,19000
652,Saint Barthélemy,male_age7,1000,1000
60,Bermuda,male_age7,1000,1800
96,Brunei,male_age7,4200,9500
68,Bolivia,male_age7,5800,140000
535,"Bonaire, Sint Eustatius and Saba",male_age7,1000,1000
76,Brazil,male_age7,34000,3500000
44,The Bahamas,male_age7,1400,7000
64,Bhutan,male_age7,1000,6200
72,Botswana,male_age7,2800,17000
112,Belarus,male_age7,3900,42000
84,Belize,male_age7,1000,4800
124,Canada,male_age7,150000,800000
180,Democratic Republic of the Congo,male_age7,3500,61000
140,Central African Republic,male_age7,1000,3100
178,Republic of the Congo,male_age7,2100,14000
756,Switzerland,male_age7,45000,190000
384,Côte d'Ivoire,male_age7,14000,100000
184,Cook Islands,male_age7,1000,1000
152,Chile,male_age7,31000,440000
120,Cameroon,male_age7,4200,56000
156,China,male_age7,8300,25000
170,Colombia,male_age7,37000,820000
188,Costa Rica,male_age7,10000,100000
132,Cape Verde,male_age7,1000,5800
531,Curaçao,male_age7,1300,4400
196,Cyprus,male_age7,6100,31000
203,Czech Republic,male_age7,11000,170000
276,Germany,male_age7,170000,1500000
262,Djibouti,male_age7,1000,2900
208,Denmark,male_age7,12000,170000
212,Dominica,male_age7,1000,1000
214,Dominican Republic,male_age7,8300,150000
12,Algeria,male_age7,24000,450000
218,Ecuador,male_age7,15000,280000
233,Estonia,male_age7,1000,22000
818,Egypt,male_age7,28000,990000
724,Spain,male_age7,120000,1200000
231,Ethiopia,male_age7,5100,81000
246,Finland,male_age7,5600,100000
242,Fiji,male_age7,1200,14000
238,Falkland Islands,male_age7,1000,1000
583,Federated States of Micronesia,male_age7,1000,1000
234,Faroe Islands,male_age7,1000,1600
250,France,male_age7,140000,1300000
266,Gabon,male_age7,5200,17000
826,United Kingdom,male_age7,150000,1700000
308,Grenada,male_age7,1000,1500
268,Georgia,male_age7,3200,72000
254,French Guiana,male_age7,1100,3000
831,Guernsey,male_age7,1000,1800
288,Ghana,male_age7,10000,100000
292,Gibraltar,male_age7,1000,1000
304,Greenland,male_age7,1000,1900
270,The Gambia,male_age7,1800,7100
324,Guinea,male_age7,2100,23000
312,Guadeloupe,male_age7,1500,8400
226,Equatorial Guinea,male_age7,1000,1700
300,Greece,male_age7,22000,280000
320,Guatemala,male_age7,4800,110000
316,Guam,male_age7,2500,4900
624,Guinea-Bissau,male_age7,1000,4500
328,Guyana,male_age7,1000,10000
344,Hong Kong,male_age7,19000,160000
340,Honduras,male_age7,2400,63000
191,Croatia,male_age7,6100,69000
332,Haiti,male_age7,1300,28000
348,Hungary,male_age7,7800,220000
360,Indonesia,male_age7,26000,2100000
372,Ireland,male_age7,14000,100000
376,Israel,male_age7,25000,160000
833,Isle Of Man,male_age7,1000,2600
356,India,male_age7,78000,6000000
368,Iraq,male_age7,21000,510000
352,Iceland,male_age7,1000,9900
380,Italy,male_age7,120000,1800000
832,Jersey,male_age7,1600,3300
388,Jamaica,male_age7,2600,31000
400,Jordan,male_age7,22000,150000
392,Japan,male_age7,40000,1500000
404,Kenya,male_age7,6800,130000
417,Kyrgyzstan,male_age7,1400,37000
116,Cambodia,male_age7,5300,94000
296,Kiribati,male_age7,1000,1000
174,Comoros,male_age7,1000,2800
659,Saint Kitts and Nevis,male_age7,1000,1000
410,South Korea,male_age7,26000,570000
414,Kuwait,male_age7,66000,99000
136,Cayman Islands,male_age7,1400,2300
398,Kazakhstan,male_age7,5800,150000
418,Laos,male_age7,4300,49000
422,Lebanon,male_age7,14000,98000
662,St. Lucia,male_age7,1000,2700
438,Liechtenstein,male_age7,1000,1000
144,Sri Lanka,male_age7,3600,160000
430,Liberia,male_age7,1600,13000
426,Lesotho,male_age7,1000,3900
440,Lithuania,male_age7,1100,57000
442,Luxembourg,male_age7,5500,16000
428,Latvia,male_age7,1000,30000
434,Libya,male_age7,14000,130000
504,Morocco,male_age7,16000,350000
492,Monaco,male_age7,1000,1000
498,Moldova,male_age7,1400,37000
499,Montenegro,male_age7,2000,11000
663,Saint Martin,male_age7,1000,1000
450,Madagascar,male_age7,1000,25000
584,Marshall Islands,male_age7,1000,1000
807,Macedonia,male_age7,2400,44000
466,Mali,male_age7,3500,29000
104,Myanmar,male_age7,6800,240000
496,Mongolia,male_age7,1000,49000
446,Macau,male_age7,2300,7300
580,Northern Mariana Islands,male_age7,1100,1700
474,Martinique,male_age7,1200,8800
478,Mauritania,male_age7,1800,12000
500,Montserrat,male_age7,1000,1000
470,Malta,male_age7,1600,12000
480,Mauritius,male_age7,1900,25000
462,Maldives,male_age7,1400,7200
454,Malawi,male_age7,1000,7900
484,Mexico,male_age7,65000,2000000
458,Malaysia,male_age7,19000,610000
508,Mozambique,male_age7,2700,23000
516,Namibia,male_age7,1200,13000
540,New Caledonia,male_age7,1500,5600
562,Niger,male_age7,1300,13000
566,Nigeria,male_age7,33000,490000
558,Nicaragua,male_age7,2200,50000
528,Netherlands,male_age7,40000,440000
578,Norway,male_age7,15000,160000
524,Nepal,male_age7,6900,130000
520,Nauru,male_age7,1000,1000
554,New Zealand,male_age7,21000,110000
512,Oman,male_age7,25000,42000
591,Panama,male_age7,7400,63000
604,Peru,male_age7,22000,620000
258,French Polynesia,male_age7,1000,5900
598,Papua New Guinea,male_age7,1700,14000
608,Philippines,male_age7,23000,1200000
586,Pakistan,male_age7,17000,590000
616,Poland,male_age7,10000,430000
630,Puerto Rico,male_age7,6600,71000
275,Palestine,male_age7,7400,51000
620,Portugal,male_age7,22000,270000
585,Palau,male_age7,1000,1000
600,Paraguay,male_age7,5400,88000
634,Qatar,male_age7,46000,62000
638,Réunion,male_age7,3100,18000
642,Romania,male_age7,6900,450000
688,Serbia,male_age7,16000,130000
643,Russia,male_age7,85000,770000
646,Rwanda,male_age7,1000,5600
682,Saudi Arabia,male_age7,82000,390000
90,Solomon Islands,male_age7,1000,1700
690,Seychelles,male_age7,1000,1800
752,Sweden,male_age7,30000,290000
702,Singapore,male_age7,42000,130000
705,Slovenia,male_age7,4400,39000
703,Slovakia,male_age7,3000,78000
694,Sierra Leone,male_age7,1400,13000
674,San Marino,male_age7,1000,1000
686,Senegal,male_age7,4200,54000
706,Somalia,male_age7,2900,18000
740,Suriname,male_age7,1500,10000
728,South Sudan,male_age7,1800,5800
678,Sao Tome and Principe,male_age7,1000,1000
222,El Salvador,male_age7,4400,81000
534,Sint Maarten,male_age7,1200,1600
748,Swaziland,male_age7,1000,3000
796,Turks and Caicos Islands,male_age7,1000,1100
148,Chad,male_age7,1000,6000
768,Togo,male_age7,2300,13000
764,Thailand,male_age7,28000,1300000
762,Tajikistan,male_age7,1000,13000
626,Timor-Leste,male_age7,1200,3000
795,Turkmenistan,male_age7,1000,1000
788,Tunisia,male_age7,8000,180000
776,Tonga,male_age7,1000,1600
792,Turkey,male_age7,69000,1800000
780,Trinidad and Tobago,male_age7,2400,24000
798,Tuvalu,male_age7,1000,1000
158,Taiwan,male_age7,18000,680000
834,Tanzania,male_age7,3500,65000
804,Ukraine,male_age7,20000,500000
800,Uganda,male_age7,3200,28000
840,United States,male_age7,1100000,7500000
858,Uruguay,male_age7,3700,77000
860,Uzbekistan,male_age7,2300,49000
670,Saint Vincent and the Grenadines,male_age7,1000,1600
862,Venezuela,male_age7,13000,290000
92,British Virgin Islands,male_age7,1000,1000
850,US Virgin Islands,male_age7,1000,1000
704,Vietnam,male_age7,12000,1400000
548,Vanuatu,male_age7,1000,1700
876,Wallis and Futuna,male_age7,1000,1000
882,Samoa,male_age7,1000,2600
983,Kosovo,male_age7,1900,31000
887,Yemen,male_age7,2500,41000
175,Mayotte,male_age7,1000,1600
710,South Africa,male_age7,30000,320000
894,Zambia,male_age7,2200,30000
716,Zimbabwe,male_age7,1000,22000
20,Andorra,male_age8,1000,1800
784,United Arab Emirates,male_age8,71000,100000
4,Afghanistan,male_age8,1100,20000
28,Antigua,male_age8,1000,1400
660,Anguilla,male_age8,1000,1000
8,Albania,male_age8,1000,40000
51,Armenia,male_age8,1500,34000
24,Angola,male_age8,4200,25000
32,Argentina,male_age8,34000,690000
16,American Samoa,male_age8,1000,1000
40,Austria,male_age8,21000,130000
36,Australia,male_age8,77000,460000
533,Aruba,male_age8,1400,3500
31,Azerbaijan,male_age8,3900,69000
70,Bosnia and Herzegovina,male_age8,2300,46000
52,Barbados,male_age8,1000,5500
50,Bangladesh,male_age8,8200,230000
56,Belgium,male_age8,24000,250000
854,Burkina Faso,male_age8,1200,15000
100,Bulgaria,male_age8,2700,110000
48,Bahrain,male_age8,10000,19000
108,Burundi,male_age8,1000,4600
204,Benin,male_age8,2300,12000
652,Saint Barthélemy,male_age8,1000,1000
60,Bermuda,male_age8,1000,1500
96,Brunei,male_age8,2300,5800
68,Bolivia,male_age8,3600,99000
535,"Bonaire, Sint Eustatius and Saba",male_age8,1000,1000
76,Brazil,male_age8,24000,2700000
44,The Bahamas,male_age8,1000,5300
64,Bhutan,male_age8,1000,3500
72,Botswana,male_age8,1300,7900
112,Belarus,male_age8,2900,30000
84,Belize,male_age8,1000,3400
124,Canada,male_age8,120000,720000
180,Democratic Republic of the Congo,male_age8,2100,39000
140,Central African Republic,male_age8,1000,1800
178,Republic of the Congo,male_age8,1000,8600
756,Switzerland,male_age8,34000,140000
384,Côte d'Ivoire,male_age8,7500,61000
184,Cook Islands,male_age8,1000,1000
152,Chile,male_age8,20000,370000
120,Cameroon,male_age8,2300,35000
156,China,male_age8,4400,12000
170,Colombia,male_age8,23000,640000
188,Costa Rica,male_age8,6800,84000
132,Cape Verde,male_age8,1000,4400
531,Curaçao,male_age8,1000,4100
196,Cyprus,male_age8,4000,24000
203,Czech Republic,male_age8,7000,120000
276,Germany,male_age8,110000,1100000
262,Djibouti,male_age8,1000,1600
208,Denmark,male_age8,8800,150000
212,Dominica,male_age8,1000,1000
214,Dominican Republic,male_age8,5400,100000
12,Algeria,male_age8,14000,280000
218,Ecuador,male_age8,9700,210000
233,Estonia,male_age8,1000,16000
818,Egypt,male_age8,16000,740000
724,Spain,male_age8,75000,900000
231,Ethiopia,male_age8,3400,42000
246,Finland,male_age8,3500,87000
242,Fiji,male_age8,1000,10000
238,Falkland Islands,male_age8,1000,1000
583,Federated States of Micronesia,male_age8,1000,1000
234,Faroe Islands,male_age8,1000,1500
250,France,male_age8,95000,1000000
266,Gabon,male_age8,2700,9900
826,United Kingdom,male_age8,92000,1300000
308,Grenada,male_age8,1000,1200
268,Georgia,male_age8,2300,57000
254,French Guiana,male_age8,1000,2300
831,Guernsey,male_age8,1000,1600
288,Ghana,male_age8,9000,71000
292,Gibraltar,male_age8,1000,1000
304,Greenland,male_age8,1000,1800
270,The Gambia,male_age8,1000,4100
324,Guinea,male_age8,1100,12000
312,Guadeloupe,male_age8,1100,6900
226,Equatorial Guinea,male_age8,1000,1000
300,Greece,male_age8,13000,190000
320,Guatemala,male_age8,3200,77000
316,Guam,male_age8,2100,3900
624,Guinea-Bissau,male_age8,1000,3000
328,Guyana,male_age8,1000,7800
344,Hong Kong,male_age8,13000,140000
340,Honduras,male_age8,1500,45000
191,Croatia,male_age8,4600,51000
332,Haiti,male_age8,1000,16000
348,Hungary,male_age8,4500,150000
360,Indonesia,male_age8,12000,1100000
372,Ireland,male_age8,8300,73000
376,Israel,male_age8,19000,130000
833,Isle Of Man,male_age8,1000,2200
356,India,male_age8,49000,3900000
368,Iraq,male_age8,11000,280000
352,Iceland,male_age8,1000,9200
380,Italy,male_age8,75000,1400000
832,Jersey,male_age8,1500,2800
388,Jamaica,male_age8,1900,22000
400,Jordan,male_age8,13000,92000
392,Japan,male_age8,30000,1100000
404,Kenya,male_age8,4500,83000
417,Kyrgyzstan,male_age8,1000,27000
116,Cambodia,male_age8,3600,53000
296,Kiribati,male_age8,1000,1000
174,Comoros,male_age8,1000,1700
659,Saint Kitts and Nevis,male_age8,1000,1000
410,South Korea,male_age8,14000,380000
414,Kuwait,male_age8,33000,51000
136,Cayman Islands,male_age8,1000,1500
398,Kazakhstan,male_age8,3800,110000
418,Laos,male_age8,2700,32000
422,Lebanon,male_age8,8100,72000
662,St. Lucia,male_age8,1000,1900
438,Liechtenstein,male_age8,1000,1000
144,Sri Lanka,male_age8,2100,100000
430,Liberia,male_age8,1000,8000
426,Lesotho,male_age8,1000,2100
440,Lithuania,male_age8,1000,46000
442,Luxembourg,male_age8,3800,12000
428,Latvia,male_age8,1000,23000
434,Libya,male_age8,7100,72000
504,Morocco,male_age8,8400,220000
492,Monaco,male_age8,1000,1000
498,Moldova,male_age8,1000,31000
499,Montenegro,male_age8,1400,8700
663,Saint Martin,male_age8,1000,1000
450,Madagascar,male_age8,1000,17000
584,Marshall Islands,male_age8,1000,1000
807,Macedonia,male_age8,1700,34000
466,Mali,male_age8,1800,16000
104,Myanmar,male_age8,3800,160000
496,Mongolia,male_age8,1000,35000
446,Macau,male_age8,1400,5600
580,Northern Mariana Islands,male_age8,1000,1300
474,Martinique,male_age8,1000,7400
478,Mauritania,male_age8,1000,6500
500,Montserrat,male_age8,1000,1000
470,Malta,male_age8,1000,10000
480,Mauritius,male_age8,1300,20000
462,Maldives,male_age8,1000,4300
454,Malawi,male_age8,1000,4700
484,Mexico,male_age8,38000,1400000
458,Malaysia,male_age8,10000,460000
508,Mozambique,male_age8,1700,16000
516,Namibia,male_age8,1000,8200
540,New Caledonia,male_age8,1200,4400
562,Niger,male_age8,1000,7100
566,Nigeria,male_age8,23000,300000
558,Nicaragua,male_age8,1500,34000
528,Netherlands,male_age8,29000,360000
578,Norway,male_age8,10000,130000
524,Nepal,male_age8,4300,85000
520,Nauru,male_age8,1000,1000
554,New Zealand,male_age8,16000,92000
512,Oman,male_age8,12000,20000
591,Panama,male_age8,5100,43000
604,Peru,male_age8,13000,440000
258,French Polynesia,male_age8,1000,4300
598,Papua New Guinea,male_age8,1000,8700
608,Philippines,male_age8,15000,820000
586,Pakistan,male_age8,9800,350000
616,Poland,male_age8,5500,310000
630,Puerto Rico,male_age8,5700,61000
275,Palestine,male_age8,5000,38000
620,Portugal,male_age8,16000,210000
585,Palau,male_age8,1000,1000
600,Paraguay,male_age8,4100,63000
634,Qatar,male_age8,22000,30000
638,Réunion,male_age8,2300,14000
642,Romania,male_age8,3700,250000
688,Serbia,male_age8,12000,91000
643,Russia,male_age8,60000,520000
646,Rwanda,male_age8,1000,3000
682,Saudi Arabia,male_age8,41000,200000
90,Solomon Islands,male_age8,1000,1000
690,Seychelles,male_age8,1000,1100
752,Sweden,male_age8,23000,240000
702,Singapore,male_age8,27000,110000
705,Slovenia,male_age8,3900,30000
703,Slovakia,male_age8,2000,60000
694,Sierra Leone,male_age8,1000,8900
674,San Marino,male_age8,1000,1000
686,Senegal,male_age8,2500,32000
706,Somalia,male_age8,1500,10000
740,Suriname,male_age8,1000,8100
728,South Sudan,male_age8,1000,3600
678,Sao Tome and Principe,male_age8,1000,1000
222,El Salvador,male_age8,2700,55000
534,Sint Maarten,male_age8,1000,1300
748,Swaziland,male_age8,1000,1500
796,Turks and Caicos Islands,male_age8,1000,1000
148,Chad,male_age8,1000,3700
768,Togo,male_age8,1400,7800
764,Thailand,male_age8,18000,900000
762,Tajikistan,male_age8,1000,8600
626,Timor-Leste,male_age8,1000,1600
795,Turkmenistan,male_age8,1000,1000
788,Tunisia,male_age8,5000,130000
776,Tonga,male_age8,1000,1000
792,Turkey,male_age8,45000,1400000
780,Trinidad and Tobago,male_age8,1600,19000
798,Tuvalu,male_age8,1000,1000
158,Taiwan,male_age8,12000,540000
834,Tanzania,male_age8,2200,40000
804,Ukraine,male_age8,15000,390000
800,Uganda,male_age8,1900,17000
840,United States,male_age8,790000,6400000
858,Uruguay,male_age8,2700,65000
860,Uzbekistan,male_age8,1300,32000
670,Saint Vincent and the Grenadines,male_age8,1000,1100
862,Venezuela,male_age8,10000,210000
92,British Virgin Islands,male_age8,1000,1000
850,US Virgin Islands,male_age8,1000,1000
704,Vietnam,male_age8,8000,1000000
548,Vanuatu,male_age8,1000,1000
876,Wallis and Futuna,male_age8,1000,1000
882,Samoa,male_age8,1000,1500
983,Kosovo,male_age8,1200,24000
887,Yemen,male_age8,1300,22000
175,Mayotte,male_age8,1000,1000
710,South Africa,male_age8,15000,210000
894,Zambia,male_age8,1400,21000
716,Zimbabwe,male_age8,1000,9400
20,Andorra,male_age9,1000,1200
784,United Arab Emirates,male_age9,35000,50000
4,Afghanistan,male_age9,1000,14000
28,Antigua,male_age9,1000,1000
660,Anguilla,male_age9,1000,1000
8,Albania,male_age9,1000,32000
51,Armenia,male_age9,1200,29000
24,Angola,male_age9,3000,16000
32,Argentina,male_age9,23000,510000
16,American Samoa,male_age9,1000,1000
40,Austria,male_age9,12000,81000
36,Australia,male_age9,63000,370000
533,Aruba,male_age9,1000,2600
31,Azerbaijan,male_age9,2300,47000
70,Bosnia and Herzegovina,male_age9,1800,34000
52,Barbados,male_age9,1000,4300
50,Bangladesh,male_age9,5100,130000
56,Belgium,male_age9,16000,190000
854,Burkina Faso,male_age9,1000,9700
100,Bulgaria,male_age9,1800,85000
48,Bahrain,male_age9,5100,11000
108,Burundi,male_age9,1000,2500
204,Benin,male_age9,1600,8800
652,Saint Barthélemy,male_age9,1000,1000
60,Bermuda,male_age9,1000,1100
96,Brunei,male_age9,1100,3500
68,Bolivia,male_age9,2500,71000
535,"Bonaire, Sint Eustatius and Saba",male_age9,1000,1000
76,Brazil,male_age9,17000,1800000
44,The Bahamas,male_age9,1000,3300
64,Bhutan,male_age9,1000,2100
72,Botswana,male_age9,1000,4700
112,Belarus,male_age9,2000,19000
84,Belize,male_age9,1000,2200
124,Canada,male_age9,92000,610000
180,Democratic Republic of the Congo,male_age9,2300,47000
140,Central African Republic,male_age9,1000,1300
178,Republic of the Congo,male_age9,1000,8900
756,Switzerland,male_age9,20000,91000
384,Côte d'Ivoire,male_age9,5200,47000
184,Cook Islands,male_age9,1000,1000
152,Chile,male_age9,12000,260000
120,Cameroon,male_age9,1700,27000
156,China,male_age9,2100,5100
170,Colombia,male_age9,14000,440000
188,Costa Rica,male_age9,4300,59000
132,Cape Verde,male_age9,1000,3000
531,Curaçao,male_age9,1000,3200
196,Cyprus,male_age9,2700,19000
203,Czech Republic,male_age9,4100,78000
276,Germany,male_age9,70000,680000
262,Djibouti,male_age9,1000,1000
208,Denmark,male_age9,6000,110000
212,Dominica,male_age9,1000,1000
214,Dominican Republic,male_age9,3800,64000
12,Algeria,male_age9,7400,160000
218,Ecuador,male_age9,5900,140000
233,Estonia,male_age9,1000,11000
818,Egypt,male_age9,9500,480000
724,Spain,male_age9,49000,640000
231,Ethiopia,male_age9,2000,26000
246,Finland,male_age9,2100,66000
242,Fiji,male_age9,1000,6200
238,Falkland Islands,male_age9,1000,1000
583,Federated States of Micronesia,male_age9,1000,1000
234,Faroe Islands,male_age9,1000,1100
250,France,male_age9,70000,790000
266,Gabon,male_age9,1900,8400
826,United Kingdom,male_age9,62000,990000
308,Grenada,male_age9,1000,1000
268,Georgia,male_age9,1400,39000
254,French Guiana,male_age9,1000,1700
831,Guernsey,male_age9,1000,1100
288,Ghana,male_age9,6700,63000
292,Gibraltar,male_age9,1000,1000
304,Greenland,male_age9,1000,1300
270,The Gambia,male_age9,1000,2400
324,Guinea,male_age9,1000,11000
312,Guadeloupe,male_age9,1000,5100
226,Equatorial Guinea,male_age9,1000,1000
300,Greece,male_age9,8300,140000
320,Guatemala,male_age9,2000,53000
316,Guam,male_age9,1700,3000
624,Guinea-Bissau,male_age9,1000,1700
328,Guyana,male_age9,1000,5600
344,Hong Kong,male_age9,9100,110000
340,Honduras,male_age9,1000,30000
191,Croatia,male_age9,3400,37000
332,Haiti,male_age9,1000,10000
348,Hungary,male_age9,3400,120000
360,Indonesia,male_age9,6900,520000
372,Ireland,male_age9,5200,53000
376,Israel,male_age9,16000,110000
833,Isle Of Man,male_age9,1000,1700
356,India,male_age9,30000,2500000
368,Iraq,male_age9,6000,170000
352,Iceland,male_age9,1000,8000
380,Italy,male_age9,44000,1000000
832,Jersey,male_age9,1000,1900
388,Jamaica,male_age9,1200,14000
400,Jordan,male_age9,8600,57000
392,Japan,male_age9,19000,730000
404,Kenya,male_age9,2900,48000
417,Kyrgyzstan,male_age9,1000,16000
116,Cambodia,male_age9,2400,39000
296,Kiribati,male_age9,1000,1000
174,Comoros,male_age9,1000,1000
659,Saint Kitts and Nevis,male_age9,1000,1000
410,South Korea,male_age9,7600,250000
414,Kuwait,male_age9,17000,28000
136,Cayman Islands,male_age9,1000,1000
398,Kazakhstan,male_age9,2300,68000
418,Laos,male_age9,1600,22000
422,Lebanon,male_age9,4900,49000
662,St. Lucia,male_age9,1000,1200
