country_code,country_name,year,age_group,sex,migrant_pop,total_pop_2019,data_used,un_development_lvl,oecd_member,total_pop_2020
422,Lebanon,2019,Total,male,895875,3449246.0000000005,B R,Less Developed Regions,FALSE,3435746
422,Lebanon,2019,0-4,female,50961,288588,B R,Less Developed Regions,FALSE,277059
422,Lebanon,2019,5-9,female,110450,281111.99999999994,B R,Less Developed Regions,FALSE,279486
422,Lebanon,2019,10-14,female,104902,271919.00000000006,B R,Less Developed Regions,FALSE,265065
422,Lebanon,2019,15-19,female,64076,293636,B R,Less Developed Regions,FALSE,284730
422,Lebanon,2019,20-24,female,58742,306104,B R,Less Developed Regions,FALSE,299034
422,Lebanon,2019,25-29,female,136998,305912.00000000006,B R,Less Developed Regions,FALSE,303301
422,Lebanon,2019,30-34,female,131309,282258.00000000006,B R,Less Developed Regions,FALSE,282214
422,Lebanon,2019,35-39,female,96306,257484.00000000003,B R,Less Developed Regions,FALSE,259003
422,Lebanon,2019,40-44,female,66856,226539.00000000006,B R,Less Developed Regions,FALSE,228530
422,Lebanon,2019,45-49,female,44291,201111,B R,Less Developed Regions,FALSE,202568
422,Lebanon,2019,50-54,female,32761,172677.00000000003,B R,Less Developed Regions,FALSE,177158
422,Lebanon,2019,55-59,female,22549,132946,B R,Less Developed Regions,FALSE,136776
422,Lebanon,2019,60-64,female,14912,115592.00000000001,B R,Less Developed Regions,FALSE,114998
422,Lebanon,2019,65-69,female,10100,103636.99999999999,B R,Less Developed Regions,FALSE,106759
422,Lebanon,2019,70-74,female,9406,63408.99999999999,B R,Less Developed Regions,FALSE,68500
422,Lebanon,2019,75+,female,13379,103539.00000000001,B R,Less Developed Regions,FALSE,104515
422,Lebanon,2019,Total,female,967998,3406463.000000001,B R,Less Developed Regions,FALSE,3389696
422,Lebanon,2017,0-4,both sexes,270030,591923,B R,Less Developed Regions,FALSE,566127
422,Lebanon,2017,5-9,both sexes,229501,591885,B R,Less Developed Regions,FALSE,586030
422,Lebanon,2017,10-14,both sexes,197221,569350,B R,Less Developed Regions,FALSE,558896
422,Lebanon,2017,15-19,both sexes,156434,590192,B R,Less Developed Regions,FALSE,576101
422,Lebanon,2017,20-24,both sexes,151485,603375,B R,Less Developed Regions,FALSE,593172
422,Lebanon,2017,25-29,both sexes,153414,582786,B R,Less Developed Regions,FALSE,583402
422,Lebanon,2017,30-34,both sexes,141388,520820.00000000006,B R,Less Developed Regions,FALSE,522019
422,Lebanon,2017,35-39,both sexes,131531,489057,B R,Less Developed Regions,FALSE,487627
422,Lebanon,2017,40-44,both sexes,121160,451409,B R,Less Developed Regions,FALSE,453018
422,Lebanon,2017,45-49,both sexes,106313,411213,B R,Less Developed Regions,FALSE,409725
422,Lebanon,2017,50-54,both sexes,86668,389188.99999999994,B R,Less Developed Regions,FALSE,390373
422,Lebanon,2017,55-59,both sexes,70738,324087,B R,Less Developed Regions,FALSE,334405
422,Lebanon,2017,60-64,both sexes,50997,241790.99999999997,B R,Less Developed Regions,FALSE,249291
422,Lebanon,2017,65-69,both sexes,29850,191382,B R,Less Developed Regions,FALSE,198476
422,Lebanon,2017,70-74,both sexes,18456,123668,B R,Less Developed Regions,FALSE,131481
422,Lebanon,2017,75+,both sexes,24026,183585.99999999997,B R,Less Developed Regions,FALSE,185299
422,Lebanon,2017,Total,both sexes,1939212,6855713,B R,Less Developed Regions,FALSE,6825442
422,Lebanon,2017,0-4,male,129374,303329,B R,Less Developed Regions,FALSE,289068
422,Lebanon,2017,5-9,male,108634,310755,B R,Less Developed Regions,FALSE,306544
422,Lebanon,2017,10-14,male,94226,297417.00000000006,B R,Less Developed Regions,FALSE,293831
422,Lebanon,2017,15-19,male,74329,296556.99999999994,B R,Less Developed Regions,FALSE,291371
422,Lebanon,2017,20-24,male,72622,297279,B R,Less Developed Regions,FALSE,294138
422,Lebanon,2017,25-29,male,73929,276893,B R,Less Developed Regions,FALSE,280101
422,Lebanon,2017,30-34,male,68197,238588.99999999997,B R,Less Developed Regions,FALSE,239805
422,Lebanon,2017,35-39,male,63751,231588.99999999997,B R,Less Developed Regions,FALSE,228624
422,Lebanon,2017,40-44,male,59797,224872,B R,Less Developed Regions,FALSE,224488
422,Lebanon,2017,45-49,male,53386,210097,B R,Less Developed Regions,FALSE,207157
422,Lebanon,2017,50-54,male,42879,216487,B R,Less Developed Regions,FALSE,213215
422,Lebanon,2017,55-59,male,34043,191107,B R,Less Developed Regions,FALSE,197629
422,Lebanon,2017,60-64,male,24146,126195,B R,Less Developed Regions,FALSE,134293
422,Lebanon,2017,65-69,male,13726,87757,B R,Less Developed Regions,FALSE,91717
422,Lebanon,2017,70-74,male,8415,60260.00000000001,B R,Less Developed Regions,FALSE,62981
422,Lebanon,2017,75+,male,10995,80062.99999999999,B R,Less Developed Regions,FALSE,80784
422,Lebanon,2017,Total,male,932449,3449246.0000000005,B R,Less Developed Regions,FALSE,3435746
422,Lebanon,2017,0-4,female,140656,288588,B R,Less Developed Regions,FALSE,277059
422,Lebanon,2017,5-9,female,120867,281111.99999999994,B R,Less Developed Regions,FALSE,279486
422,Lebanon,2017,10-14,female,102995,271919.00000000006,B R,Less Developed Regions,FALSE,265065
422,Lebanon,2017,15-19,female,82105,293636,B R,Less Developed Regions,FALSE,284730
422,Lebanon,2017,20-24,female,78863,306104,B R,Less Developed Regions,FALSE,299034
422,Lebanon,2017,25-29,female,79485,305912.00000000006,B R,Less Developed Regions,FALSE,303301
422,Lebanon,2017,30-34,female,73191,282258.00000000006,B R,Less Developed Regions,FALSE,282214
422,Lebanon,2017,35-39,female,67780,257484.00000000003,B R,Less Developed Regions,FALSE,259003
422,Lebanon,2017,40-44,female,61363,226539.00000000006,B R,Less Developed Regions,FALSE,228530
422,Lebanon,2017,45-49,female,52927,201111,B R,Less Developed Regions,FALSE,202568
422,Lebanon,2017,50-54,female,43789,172677.00000000003,B R,Less Developed Regions,FALSE,177158
422,Lebanon,2017,55-59,female,36695,132946,B R,Less Developed Regions,FALSE,136776
422,Lebanon,2017,60-64,female,26851,115592.00000000001,B R,Less Developed Regions,FALSE,114998
422,Lebanon,2017,65-69,female,16124,103636.99999999999,B R,Less Developed Regions,FALSE,106759
422,Lebanon,2017,70-74,female,10041,63408.99999999999,B R,Less Developed Regions,FALSE,68500
422,Lebanon,2017,75+,female,13031,103539.00000000001,B R,Less Developed Regions,FALSE,104515
422,Lebanon,2017,Total,female,1006763,3406463.000000001,B R,Less Developed Regions,FALSE,3389696
422,Lebanon,2015,0-4,both sexes,301652,591923,B R,Less Developed Regions,FALSE,566127
422,Lebanon,2015,5-9,both sexes,253862,591885,B R,Less Developed Regions,FALSE,586030
422,Lebanon,2015,10-14,both sexes,218826,569350,B R,Less Developed Regions,FALSE,558896
422,Lebanon,2015,15-19,both sexes,146272,590192,B R,Less Developed Regions,FALSE,576101
422,Lebanon,2015,20-24,both sexes,161183,603375,B R,Less Developed Regions,FALSE,593172
422,Lebanon,2015,25-29,both sexes,144099,582786,B R,Less Developed Regions,FALSE,583402
422,Lebanon,2015,30-34,both sexes,138276,520820.00000000006,B R,Less Developed Regions,FALSE,522019
422,Lebanon,2015,35-39,both sexes,133548,489057,B R,Less Developed Regions,FALSE,487627
422,Lebanon,2015,40-44,both sexes,124195,451409,B R,Less Developed Regions,FALSE,453018
422,Lebanon,2015,45-49,both sexes,105844,411213,B R,Less Developed Regions,FALSE,409725
422,Lebanon,2015,50-54,both sexes,86302,389188.99999999994,B R,Less Developed Regions,FALSE,390373
422,Lebanon,2015,55-59,both sexes,72599,324087,B R,Less Developed Regions,FALSE,334405
422,Lebanon,2015,60-64,both sexes,45935,241790.99999999997,B R,Less Developed Regions,FALSE,249291
422,Lebanon,2015,65-69,both sexes,23971,191382,B R,Less Developed Regions,FALSE,198476
422,Lebanon,2015,70-74,both sexes,17852,123668,B R,Less Developed Regions,FALSE,131481
422,Lebanon,2015,75+,both sexes,23360,183585.99999999997,B R,Less Developed Regions,FALSE,185299
422,Lebanon,2015,Total,both sexes,1997776,6855713,B R,Less Developed Regions,FALSE,6825442
422,Lebanon,2015,0-4,male,144436,303329,B R,Less Developed Regions,FALSE,289068
422,Lebanon,2015,5-9,male,120091,310755,B R,Less Developed Regions,FALSE,306544
422,Lebanon,2015,10-14,male,104484,297417.00000000006,B R,Less Developed Regions,FALSE,293831
422,Lebanon,2015,15-19,male,69457,296556.99999999994,B R,Less Developed Regions,FALSE,291371
422,Lebanon,2015,20-24,male,77224,297279,B R,Less Developed Regions,FALSE,294138
422,Lebanon,2015,25-29,male,69398,276893,B R,Less Developed Regions,FALSE,280101
422,Lebanon,2015,30-34,male,66656,238588.99999999997,B R,Less Developed Regions,FALSE,239805
422,Lebanon,2015,35-39,male,64690,231588.99999999997,B R,Less Developed Regions,FALSE,228624
422,Lebanon,2015,40-44,male,61259,224872,B R,Less Developed Regions,FALSE,224488
422,Lebanon,2015,45-49,male,53121,210097,B R,Less Developed Regions,FALSE,207157
422,Lebanon,2015,50-54,male,42673,216487,B R,Less Developed Regions,FALSE,213215
422,Lebanon,2015,55-59,male,34917,191107,B R,Less Developed Regions,FALSE,197629
422,Lebanon,2015,60-64,male,21735,126195,B R,Less Developed Regions,FALSE,134293
422,Lebanon,2015,65-69,male,11015,87757,B R,Less Developed Regions,FALSE,91717
422,Lebanon,2015,70-74,male,8134,60260.00000000001,B R,Less Developed Regions,FALSE,62981
422,Lebanon,2015,75+,male,10683,80062.99999999999,B R,Less Developed Regions,FALSE,80784
422,Lebanon,2015,Total,male,959973,3449246.0000000005,B R,Less Developed Regions,FALSE,3435746
422,Lebanon,2015,0-4,female,157216,288588,B R,Less Developed Regions,FALSE,277059
422,Lebanon,2015,5-9,female,133771,281111.99999999994,B R,Less Developed Regions,FALSE,279486
422,Lebanon,2015,10-14,female,114342,271919.00000000006,B R,Less Developed Regions,FALSE,265065
422,Lebanon,2015,15-19,female,76815,293636,B R,Less Developed Regions,FALSE,284730
422,Lebanon,2015,20-24,female,83959,306104,B R,Less Developed Regions,FALSE,299034
422,Lebanon,2015,25-29,female,74701,305912.00000000006,B R,Less Developed Regions,FALSE,303301
422,Lebanon,2015,30-34,female,71620,282258.00000000006,B R,Less Developed Regions,FALSE,282214
422,Lebanon,2015,35-39,female,68858,257484.00000000003,B R,Less Developed Regions,FALSE,259003
422,Lebanon,2015,40-44,female,62936,226539.00000000006,B R,Less Developed Regions,FALSE,228530
422,Lebanon,2015,45-49,female,52723,201111,B R,Less Developed Regions,FALSE,202568
422,Lebanon,2015,50-54,female,43629,172677.00000000003,B R,Less Developed Regions,FALSE,177158
422,Lebanon,2015,55-59,female,37682,132946,B R,Less Developed Regions,FALSE,136776
422,Lebanon,2015,60-64,female,24200,115592.00000000001,B R,Less Developed Regions,FALSE,114998
422,Lebanon,2015,65-69,female,12956,103636.99999999999,B R,Less Developed Regions,FALSE,106759
422,Lebanon,2015,70-74,female,9718,63408.99999999999,B R,Less Developed Regions,FALSE,68500
422,Lebanon,2015,75+,female,12677,103539.00000000001,B R,Less Developed Regions,FALSE,104515
422,Lebanon,2015,Total,female,1037803,3406463.000000001,B R,Less Developed Regions,FALSE,3389696
426,Lesotho,2019,0-4,both sexes,459,252950.00000000003,C R,Less Developed Regions,FALSE,253513
426,Lesotho,2019,5-9,both sexes,221,223634,C R,Less Developed Regions,FALSE,225235
426,Lesotho,2019,10-14,both sexes,178,213425,C R,Less Developed Regions,FALSE,211871
426,Lesotho,2019,15-19,both sexes,292,217182.00000000003,C R,Less Developed Regions,FALSE,216950
426,Lesotho,2019,20-24,both sexes,570,203570,C R,Less Developed Regions,FALSE,203923
426,Lesotho,2019,25-29,both sexes,834,191578,C R,Less Developed Regions,FALSE,191269
426,Lesotho,2019,30-34,both sexes,853,173926,C R,Less Developed Regions,FALSE,174746
426,Lesotho,2019,35-39,both sexes,856,148869,C R,Less Developed Regions,FALSE,152535
426,Lesotho,2019,40-44,both sexes,713,114538.00000000001,C R,Less Developed Regions,FALSE,119473
426,Lesotho,2019,45-49,both sexes,607,87580.00000000001,C R,Less Developed Regions,FALSE,90778
426,Lesotho,2019,50-54,both sexes,489,73665,C R,Less Developed Regions,FALSE,74699
426,Lesotho,2019,55-59,both sexes,355,65515,C R,Less Developed Regions,FALSE,66072
426,Lesotho,2019,60-64,both sexes,244,54149,C R,Less Developed Regions,FALSE,55170
426,Lesotho,2019,65-69,both sexes,136,40695,C R,Less Developed Regions,FALSE,41643
426,Lesotho,2019,70-74,both sexes,61,28909,C R,Less Developed Regions,FALSE,29688
426,Lesotho,2019,75+,both sexes,60,35083.00000000001,C R,Less Developed Regions,FALSE,34687
426,Lesotho,2019,Total,both sexes,6928,2125268,C R,Less Developed Regions,FALSE,2142252
426,Lesotho,2019,0-4,male,245,127323,C R,Less Developed Regions,FALSE,127621
426,Lesotho,2019,5-9,male,119,111761,C R,Less Developed Regions,FALSE,112635
426,Lesotho,2019,10-14,male,95,106216.00000000001,C R,Less Developed Regions,FALSE,105394
426,Lesotho,2019,15-19,male,153,108755.00000000001,C R,Less Developed Regions,FALSE,108485
426,Lesotho,2019,20-24,male,298,102664,C R,Less Developed Regions,FALSE,102782
426,Lesotho,2019,25-29,male,448,97059.00000000001,C R,Less Developed Regions,FALSE,96776
426,Lesotho,2019,30-34,male,474,90259.99999999999,C R,Less Developed Regions,FALSE,90607
426,Lesotho,2019,35-39,male,491,78734,C R,Less Developed Regions,FALSE,80767
426,Lesotho,2019,40-44,male,406,60102,C R,Less Developed Regions,FALSE,63047
426,Lesotho,2019,45-49,male,340,43282.00000000001,C R,Less Developed Regions,FALSE,45385
426,Lesotho,2019,50-54,male,260,33643,C R,Less Developed Regions,FALSE,34316
426,Lesotho,2019,55-59,male,176,28447.000000000004,C R,Less Developed Regions,FALSE,28707
426,Lesotho,2019,60-64,male,130,22113.999999999996,C R,Less Developed Regions,FALSE,22494
426,Lesotho,2019,65-69,male,67,16111,C R,Less Developed Regions,FALSE,16280.999999999998
426,Lesotho,2019,70-74,male,28,11329.999999999998,C R,Less Developed Regions,FALSE,11490
426,Lesotho,2019,75+,male,21,10143,C R,Less Developed Regions,FALSE,10163
426,Lesotho,2019,Total,male,3751,1047944.0000000002,C R,Less Developed Regions,FALSE,1056950
426,Lesotho,2019,0-4,female,214,125626,C R,Less Developed Regions,FALSE,125892
426,Lesotho,2019,5-9,female,102,111875,C R,Less Developed Regions,FALSE,112600
426,Lesotho,2019,10-14,female,83,107210.00000000001,C R,Less Developed Regions,FALSE,106477
426,Lesotho,2019,15-19,female,139,108427,C R,Less Developed Regions,FALSE,108465
426,Lesotho,2019,20-24,female,272,100907.00000000001,C R,Less Developed Regions,FALSE,101141
426,Lesotho,2019,25-29,female,386,94520,C R,Less Developed Regions,FALSE,94493
426,Lesotho,2019,30-34,female,379,83667,C R,Less Developed Regions,FALSE,84139
426,Lesotho,2019,35-39,female,365,70137,C R,Less Developed Regions,FALSE,71768
426,Lesotho,2019,40-44,female,307,54436,C R,Less Developed Regions,FALSE,56426
426,Lesotho,2019,45-49,female,267,44300,C R,Less Developed Regions,FALSE,45393
426,Lesotho,2019,50-54,female,229,40021,C R,Less Developed Regions,FALSE,40383
426,Lesotho,2019,55-59,female,179,37066,C R,Less Developed Regions,FALSE,37365
426,Lesotho,2019,60-64,female,114,32034,C R,Less Developed Regions,FALSE,32676.000000000004
426,Lesotho,2019,65-69,female,69,24580.000000000004,C R,Less Developed Regions,FALSE,25362
426,Lesotho,2019,70-74,female,33,17578,C R,Less Developed Regions,FALSE,18198
426,Lesotho,2019,75+,female,39,24938.999999999996,C R,Less Developed Regions,FALSE,24524
426,Lesotho,2019,Total,female,3177,1077323,C R,Less Developed Regions,FALSE,1085302
426,Lesotho,2017,0-4,both sexes,359,252950.00000000003,C R,Less Developed Regions,FALSE,253513
426,Lesotho,2017,5-9,both sexes,320,223634,C R,Less Developed Regions,FALSE,225235
426,Lesotho,2017,10-14,both sexes,291,213425,C R,Less Developed Regions,FALSE,211871
426,Lesotho,2017,15-19,both sexes,337,217182.00000000003,C R,Less Developed Regions,FALSE,216950
426,Lesotho,2017,20-24,both sexes,463,203570,C R,Less Developed Regions,FALSE,203923
426,Lesotho,2017,25-29,both sexes,600,191578,C R,Less Developed Regions,FALSE,191269
426,Lesotho,2017,30-34,both sexes,677,173926,C R,Less Developed Regions,FALSE,174746
426,Lesotho,2017,35-39,both sexes,709,148869,C R,Less Developed Regions,FALSE,152535
426,Lesotho,2017,40-44,both sexes,684,114538.00000000001,C R,Less Developed Regions,FALSE,119473
426,Lesotho,2017,45-49,both sexes,609,87580.00000000001,C R,Less Developed Regions,FALSE,90778
426,Lesotho,2017,50-54,both sexes,503,73665,C R,Less Developed Regions,FALSE,74699
426,Lesotho,2017,55-59,both sexes,395,65515,C R,Less Developed Regions,FALSE,66072
426,Lesotho,2017,60-64,both sexes,292,54149,C R,Less Developed Regions,FALSE,55170
426,Lesotho,2017,65-69,both sexes,206,40695,C R,Less Developed Regions,FALSE,41643
426,Lesotho,2017,70-74,both sexes,137,28909,C R,Less Developed Regions,FALSE,29688
426,Lesotho,2017,75+,both sexes,167,35083.00000000001,C R,Less Developed Regions,FALSE,34687
426,Lesotho,2017,Total,both sexes,6749,2125268,C R,Less Developed Regions,FALSE,2142252
426,Lesotho,2017,0-4,male,180,127323,C R,Less Developed Regions,FALSE,127621
426,Lesotho,2017,5-9,male,161,111761,C R,Less Developed Regions,FALSE,112635
426,Lesotho,2017,10-14,male,146,106216.00000000001,C R,Less Developed Regions,FALSE,105394
426,Lesotho,2017,15-19,male,173,108755.00000000001,C R,Less Developed Regions,FALSE,108485
426,Lesotho,2017,20-24,male,244,102664,C R,Less Developed Regions,FALSE,102782
426,Lesotho,2017,25-29,male,317,97059.00000000001,C R,Less Developed Regions,FALSE,96776
426,Lesotho,2017,30-34,male,356,90259.99999999999,C R,Less Developed Regions,FALSE,90607
426,Lesotho,2017,35-39,male,389,78734,C R,Less Developed Regions,FALSE,80767
426,Lesotho,2017,40-44,male,384,60102,C R,Less Developed Regions,FALSE,63047
426,Lesotho,2017,45-49,male,338,43282.00000000001,C R,Less Developed Regions,FALSE,45385
426,Lesotho,2017,50-54,male,268,33643,C R,Less Developed Regions,FALSE,34316
426,Lesotho,2017,55-59,male,221,28447.000000000004,C R,Less Developed Regions,FALSE,28707
426,Lesotho,2017,60-64,male,200,22113.999999999996,C R,Less Developed Regions,FALSE,22494
426,Lesotho,2017,65-69,male,115,16111,C R,Less Developed Regions,FALSE,16280.999999999998
426,Lesotho,2017,70-74,male,78,11329.999999999998,C R,Less Developed Regions,FALSE,11490
426,Lesotho,2017,75+,male,84,10143,C R,Less Developed Regions,FALSE,10163
426,Lesotho,2017,Total,male,3654,1047944.0000000002,C R,Less Developed Regions,FALSE,1056950
426,Lesotho,2017,0-4,female,179,125626,C R,Less Developed Regions,FALSE,125892
426,Lesotho,2017,5-9,female,159,111875,C R,Less Developed Regions,FALSE,112600
426,Lesotho,2017,10-14,female,145,107210.00000000001,C R,Less Developed Regions,FALSE,106477
426,Lesotho,2017,15-19,female,164,108427,C R,Less Developed Regions,FALSE,108465
426,Lesotho,2017,20-24,female,219,100907.00000000001,C R,Less Developed Regions,FALSE,101141
426,Lesotho,2017,25-29,female,283,94520,C R,Less Developed Regions,FALSE,94493
426,Lesotho,2017,30-34,female,321,83667,C R,Less Developed Regions,FALSE,84139
426,Lesotho,2017,35-39,female,320,70137,C R,Less Developed Regions,FALSE,71768
426,Lesotho,2017,40-44,female,300,54436,C R,Less Developed Regions,FALSE,56426
426,Lesotho,2017,45-49,female,271,44300,C R,Less Developed Regions,FALSE,45393
426,Lesotho,2017,50-54,female,235,40021,C R,Less Developed Regions,FALSE,40383
426,Lesotho,2017,55-59,female,174,37066,C R,Less Developed Regions,FALSE,37365
426,Lesotho,2017,60-64,female,92,32034,C R,Less Developed Regions,FALSE,32676.000000000004
426,Lesotho,2017,65-69,female,91,24580.000000000004,C R,Less Developed Regions,FALSE,25362
426,Lesotho,2017,70-74,female,59,17578,C R,Less Developed Regions,FALSE,18198
426,Lesotho,2017,75+,female,83,24938.999999999996,C R,Less Developed Regions,FALSE,24524
426,Lesotho,2017,Total,female,3095,1077323,C R,Less Developed Regions,FALSE,1085302
426,Lesotho,2015,0-4,both sexes,581,252950.00000000003,C R,Less Developed Regions,FALSE,253513
426,Lesotho,2015,5-9,both sexes,507,223634,C R,Less Developed Regions,FALSE,225235
426,Lesotho,2015,10-14,both sexes,572,213425,C R,Less Developed Regions,FALSE,211871
426,Lesotho,2015,15-19,both sexes,675,217182.00000000003,C R,Less Developed Regions,FALSE,216950
426,Lesotho,2015,20-24,both sexes,780,203570,C R,Less Developed Regions,FALSE,203923
426,Lesotho,2015,25-29,both sexes,839,191578,C R,Less Developed Regions,FALSE,191269
426,Lesotho,2015,30-34,both sexes,760,173926,C R,Less Developed Regions,FALSE,174746
426,Lesotho,2015,35-39,both sexes,625,148869,C R,Less Developed Regions,FALSE,152535
426,Lesotho,2015,40-44,both sexes,448,114538.00000000001,C R,Less Developed Regions,FALSE,119473
426,Lesotho,2015,45-49,both sexes,287,87580.00000000001,C R,Less Developed Regions,FALSE,90778
426,Lesotho,2015,50-54,both sexes,170,73665,C R,Less Developed Regions,FALSE,74699
426,Lesotho,2015,55-59,both sexes,136,65515,C R,Less Developed Regions,FALSE,66072
426,Lesotho,2015,60-64,both sexes,68,54149,C R,Less Developed Regions,FALSE,55170
426,Lesotho,2015,65-69,both sexes,37,40695,C R,Less Developed Regions,FALSE,41643
426,Lesotho,2015,70-74,both sexes,31,28909,C R,Less Developed Regions,FALSE,29688
426,Lesotho,2015,75+,both sexes,56,35083.00000000001,C R,Less Developed Regions,FALSE,34687
426,Lesotho,2015,Total,both sexes,6572,2125268,C R,Less Developed Regions,FALSE,2142252
426,Lesotho,2015,0-4,male,322,127323,C R,Less Developed Regions,FALSE,127621
426,Lesotho,2015,5-9,male,280,111761,C R,Less Developed Regions,FALSE,112635
426,Lesotho,2015,10-14,male,307,106216.00000000001,C R,Less Developed Regions,FALSE,105394
426,Lesotho,2015,15-19,male,363,108755.00000000001,C R,Less Developed Regions,FALSE,108485
426,Lesotho,2015,20-24,male,421,102664,C R,Less Developed Regions,FALSE,102782
426,Lesotho,2015,25-29,male,461,97059.00000000001,C R,Less Developed Regions,FALSE,96776
426,Lesotho,2015,30-34,male,420,90259.99999999999,C R,Less Developed Regions,FALSE,90607
426,Lesotho,2015,35-39,male,347,78734,C R,Less Developed Regions,FALSE,80767
426,Lesotho,2015,40-44,male,251,60102,C R,Less Developed Regions,FALSE,63047
426,Lesotho,2015,45-49,male,151,43282.00000000001,C R,Less Developed Regions,FALSE,45385
426,Lesotho,2015,50-54,male,74,33643,C R,Less Developed Regions,FALSE,34316
426,Lesotho,2015,55-59,male,57,28447.000000000004,C R,Less Developed Regions,FALSE,28707
426,Lesotho,2015,60-64,male,45,22113.999999999996,C R,Less Developed Regions,FALSE,22494
426,Lesotho,2015,65-69,male,21,16111,C R,Less Developed Regions,FALSE,16280.999999999998
426,Lesotho,2015,70-74,male,18,11329.999999999998,C R,Less Developed Regions,FALSE,11490
426,Lesotho,2015,75+,male,20,10143,C R,Less Developed Regions,FALSE,10163
426,Lesotho,2015,Total,male,3558,1047944.0000000002,C R,Less Developed Regions,FALSE,1056950
426,Lesotho,2015,0-4,female,259,125626,C R,Less Developed Regions,FALSE,125892
426,Lesotho,2015,5-9,female,227,111875,C R,Less Developed Regions,FALSE,112600
426,Lesotho,2015,10-14,female,265,107210.00000000001,C R,Less Developed Regions,FALSE,106477
426,Lesotho,2015,15-19,female,312,108427,C R,Less Developed Regions,FALSE,108465
426,Lesotho,2015,20-24,female,359,100907.00000000001,C R,Less Developed Regions,FALSE,101141
426,Lesotho,2015,25-29,female,378,94520,C R,Less Developed Regions,FALSE,94493
426,Lesotho,2015,30-34,female,340,83667,C R,Less Developed Regions,FALSE,84139
426,Lesotho,2015,35-39,female,278,70137,C R,Less Developed Regions,FALSE,71768
426,Lesotho,2015,40-44,female,197,54436,C R,Less Developed Regions,FALSE,56426
426,Lesotho,2015,45-49,female,136,44300,C R,Less Developed Regions,FALSE,45393
426,Lesotho,2015,50-54,female,96,40021,C R,Less Developed Regions,FALSE,40383
426,Lesotho,2015,55-59,female,79,37066,C R,Less Developed Regions,FALSE,37365
426,Lesotho,2015,60-64,female,23,32034,C R,Less Developed Regions,FALSE,32676.000000000004
426,Lesotho,2015,65-69,female,16,24580.000000000004,C R,Less Developed Regions,FALSE,25362
426,Lesotho,2015,70-74,female,13,17578,C R,Less Developed Regions,FALSE,18198
426,Lesotho,2015,75+,female,36,24938.999999999996,C R,Less Developed Regions,FALSE,24524
426,Lesotho,2015,Total,female,3014,1077323,C R,Less Developed Regions,FALSE,1085302
428,Latvia,2019,0-4,both sexes,1832,112516,B,More Developed Regions,TRUE,114020
428,Latvia,2019,5-9,both sexes,3451,96673.99999999999,B,More Developed Regions,TRUE,93749
428,Latvia,2019,10-14,both sexes,1610,101756.99999999999,B,More Developed Regions,TRUE,102172
428,Latvia,2019,15-19,both sexes,1957,83100,B,More Developed Regions,TRUE,86552
428,Latvia,2019,20-24,both sexes,4331,78256,B,More Developed Regions,TRUE,69531
428,Latvia,2019,25-29,both sexes,6305,127636.00000000001,B,More Developed Regions,TRUE,118692
428,Latvia,2019,30-34,both sexes,6224,141244,B,More Developed Regions,TRUE,142259
428,Latvia,2019,35-39,both sexes,5660,121457.00000000001,B,More Developed Regions,TRUE,120963
428,Latvia,2019,40-44,both sexes,6577,124422,B,More Developed Regions,TRUE,120748
428,Latvia,2019,45-49,both sexes,10637,132355,B,More Developed Regions,TRUE,133139
428,Latvia,2019,50-54,both sexes,18103,124302,B,More Developed Regions,TRUE,119177
428,Latvia,2019,55-59,both sexes,27141,145368,B,More Developed Regions,TRUE,145065
428,Latvia,2019,60-64,both sexes,31801,129891.00000000001,B,More Developed Regions,TRUE,129931.00000000001
428,Latvia,2019,65-69,both sexes,29879,113117.00000000001,B,More Developed Regions,TRUE,120213
428,Latvia,2019,70-74,both sexes,25566,78999,B,More Developed Regions,TRUE,74721
428,Latvia,2019,75+,both sexes,56192,195649,B,More Developed Regions,TRUE,195270
428,Latvia,2019,Total,both sexes,237266,1906743,B,More Developed Regions,TRUE,1886202
428,Latvia,2019,0-4,male,1032,58632.00000000001,B,More Developed Regions,TRUE,59441
428,Latvia,2019,5-9,male,1928,50042,B,More Developed Regions,TRUE,48731
428,Latvia,2019,10-14,male,903,52129.00000000001,B,More Developed Regions,TRUE,52557
428,Latvia,2019,15-19,male,1042,42259,B,More Developed Regions,TRUE,43840
428,Latvia,2019,20-24,male,2386,40649,B,More Developed Regions,TRUE,36159
428,Latvia,2019,25-29,male,3310,65706,B,More Developed Regions,TRUE,61295
428,Latvia,2019,30-34,male,3180,72247.99999999999,B,More Developed Regions,TRUE,72749
428,Latvia,2019,35-39,male,2778,61517.99999999999,B,More Developed Regions,TRUE,61417
428,Latvia,2019,40-44,male,3162,61287.00000000001,B,More Developed Regions,TRUE,59619
428,Latvia,2019,45-49,male,4623,64202,B,More Developed Regions,TRUE,64626.99999999999
428,Latvia,2019,50-54,male,8069,58823.00000000001,B,More Developed Regions,TRUE,56624
428,Latvia,2019,55-59,male,11648,66429.99999999999,B,More Developed Regions,TRUE,66488
428,Latvia,2019,60-64,male,13063,56181.00000000001,B,More Developed Regions,TRUE,56716
428,Latvia,2019,65-69,male,11542,44853,B,More Developed Regions,TRUE,47763
428,Latvia,2019,70-74,male,9060,28096.000000000004,B,More Developed Regions,TRUE,26833
428,Latvia,2019,75+,male,15670,54893,B,More Developed Regions,TRUE,54477
428,Latvia,2019,Total,male,93396,877948,B,More Developed Regions,TRUE,869336
